Hexa,Instruction,Type
7f6a,jg 0x106c,2-byte
7f6b,jg 0x106d,2-byte
7f6c,jg 0x106e,2-byte
7f6d,jg 0x106f,2-byte
7f6e,jg 0x1070,2-byte
7f6f,jg 0x1071,2-byte
7f70,jg 0x1072,2-byte
7f71,jg 0x1073,2-byte
7f72,jg 0x1074,2-byte
7f73,jg 0x1075,2-byte
7f74,jg 0x1076,2-byte
7f75,jg 0x1077,2-byte
7f76,jg 0x1078,2-byte
7f77,jg 0x1079,2-byte
7f78,jg 0x107a,2-byte
7f79,jg 0x107b,2-byte
7f7a,jg 0x107c,2-byte
7f7b,jg 0x107d,2-byte
7f7c,jg 0x107e,2-byte
7f7d,jg 0x107f,2-byte
7f7e,jg 0x1080,2-byte
7f7f,jg 0x1081,2-byte
7f80,jg 0xf82,2-byte
7f81,jg 0xf83,2-byte
7f82,jg 0xf84,2-byte
7f83,jg 0xf85,2-byte
7f84,jg 0xf86,2-byte
7f85,jg 0xf87,2-byte
7f86,jg 0xf88,2-byte
7f87,jg 0xf89,2-byte
7f88,jg 0xf8a,2-byte
7f89,jg 0xf8b,2-byte
7f8a,jg 0xf8c,2-byte
7f8b,jg 0xf8d,2-byte
7f8c,jg 0xf8e,2-byte
7f8d,jg 0xf8f,2-byte
7f8e,jg 0xf90,2-byte
7f8f,jg 0xf91,2-byte
7f90,jg 0xf92,2-byte
7f91,jg 0xf93,2-byte
7f92,jg 0xf94,2-byte
7f93,jg 0xf95,2-byte
7f94,jg 0xf96,2-byte
7f95,jg 0xf97,2-byte
7f96,jg 0xf98,2-byte
7f97,jg 0xf99,2-byte
7f98,jg 0xf9a,2-byte
7f99,jg 0xf9b,2-byte
7f9a,jg 0xf9c,2-byte
7f9b,jg 0xf9d,2-byte
7f9c,jg 0xf9e,2-byte
7f9d,jg 0xf9f,2-byte
7f9e,jg 0xfa0,2-byte
7f9f,jg 0xfa1,2-byte
7fa0,jg 0xfa2,2-byte
7fa1,jg 0xfa3,2-byte
7fa2,jg 0xfa4,2-byte
7fa3,jg 0xfa5,2-byte
7fa4,jg 0xfa6,2-byte
7fa5,jg 0xfa7,2-byte
7fa6,jg 0xfa8,2-byte
7fa7,jg 0xfa9,2-byte
7fa8,jg 0xfaa,2-byte
7fa9,jg 0xfab,2-byte
7faa,jg 0xfac,2-byte
7fab,jg 0xfad,2-byte
7fac,jg 0xfae,2-byte
7fad,jg 0xfaf,2-byte
7fae,jg 0xfb0,2-byte
7faf,jg 0xfb1,2-byte
7fb0,jg 0xfb2,2-byte
7fb1,jg 0xfb3,2-byte
7fb2,jg 0xfb4,2-byte
7fb3,jg 0xfb5,2-byte
7fb4,jg 0xfb6,2-byte
7fb5,jg 0xfb7,2-byte
7fb6,jg 0xfb8,2-byte
7fb7,jg 0xfb9,2-byte
7fb8,jg 0xfba,2-byte
7fb9,jg 0xfbb,2-byte
7fba,jg 0xfbc,2-byte
7fbb,jg 0xfbd,2-byte
7fbc,jg 0xfbe,2-byte
7fbd,jg 0xfbf,2-byte
7fbe,jg 0xfc0,2-byte
7fbf,jg 0xfc1,2-byte
7fc0,jg 0xfc2,2-byte
7fc1,jg 0xfc3,2-byte
7fc2,jg 0xfc4,2-byte
7fc3,jg 0xfc5,2-byte
7fc4,jg 0xfc6,2-byte
7fc5,jg 0xfc7,2-byte
7fc6,jg 0xfc8,2-byte
7fc7,jg 0xfc9,2-byte
7fc8,jg 0xfca,2-byte
7fc9,jg 0xfcb,2-byte
7fca,jg 0xfcc,2-byte
7fcb,jg 0xfcd,2-byte
7fcc,jg 0xfce,2-byte
7fcd,jg 0xfcf,2-byte
7fce,jg 0xfd0,2-byte
7fcf,jg 0xfd1,2-byte
7fd0,jg 0xfd2,2-byte
7fd1,jg 0xfd3,2-byte
7fd2,jg 0xfd4,2-byte
7fd3,jg 0xfd5,2-byte
7fd4,jg 0xfd6,2-byte
7fd5,jg 0xfd7,2-byte
7fd6,jg 0xfd8,2-byte
7fd7,jg 0xfd9,2-byte
7fd8,jg 0xfda,2-byte
7fd9,jg 0xfdb,2-byte
7fda,jg 0xfdc,2-byte
7fdb,jg 0xfdd,2-byte
7fdc,jg 0xfde,2-byte
7fdd,jg 0xfdf,2-byte
7fde,jg 0xfe0,2-byte
7fdf,jg 0xfe1,2-byte
7fe0,jg 0xfe2,2-byte
7fe1,jg 0xfe3,2-byte
7fe2,jg 0xfe4,2-byte
7fe3,jg 0xfe5,2-byte
7fe4,jg 0xfe6,2-byte
7fe5,jg 0xfe7,2-byte
7fe6,jg 0xfe8,2-byte
7fe7,jg 0xfe9,2-byte
7fe8,jg 0xfea,2-byte
7fe9,jg 0xfeb,2-byte
7fea,jg 0xfec,2-byte
7feb,jg 0xfed,2-byte
7fec,jg 0xfee,2-byte
7fed,jg 0xfef,2-byte
7fee,jg 0xff0,2-byte
7fef,jg 0xff1,2-byte
7ff0,jg 0xff2,2-byte
7ff1,jg 0xff3,2-byte
7ff2,jg 0xff4,2-byte
7ff3,jg 0xff5,2-byte
7ff4,jg 0xff6,2-byte
7ff5,jg 0xff7,2-byte
7ff6,jg 0xff8,2-byte
7ff7,jg 0xff9,2-byte
7ff8,jg 0xffa,2-byte
7ff9,jg 0xffb,2-byte
7ffa,jg 0xffc,2-byte
7ffb,jg 0xffd,2-byte
7ffc,jg 0xffe,2-byte
7ffd,jg 0xfff,2-byte
7ffe,jg 0x1000,2-byte
7fff,jg 0x1001,2-byte
8400,"test byte ptr [rax], al",2-byte
8401,"test byte ptr [rcx], al",2-byte
8402,"test byte ptr [rdx], al",2-byte
8403,"test byte ptr [rbx], al",2-byte
8406,"test byte ptr [rsi], al",2-byte
8407,"test byte ptr [rdi], al",2-byte
8408,"test byte ptr [rax], cl",2-byte
8409,"test byte ptr [rcx], cl",2-byte
840a,"test byte ptr [rdx], cl",2-byte
840b,"test byte ptr [rbx], cl",2-byte
840e,"test byte ptr [rsi], cl",2-byte
840f,"test byte ptr [rdi], cl",2-byte
8410,"test byte ptr [rax], dl",2-byte
8411,"test byte ptr [rcx], dl",2-byte
8412,"test byte ptr [rdx], dl",2-byte
8413,"test byte ptr [rbx], dl",2-byte
8416,"test byte ptr [rsi], dl",2-byte
8417,"test byte ptr [rdi], dl",2-byte
8418,"test byte ptr [rax], bl",2-byte
8419,"test byte ptr [rcx], bl",2-byte
841a,"test byte ptr [rdx], bl",2-byte
841b,"test byte ptr [rbx], bl",2-byte
841e,"test byte ptr [rsi], bl",2-byte
841f,"test byte ptr [rdi], bl",2-byte
8420,"test byte ptr [rax], ah",2-byte
8421,"test byte ptr [rcx], ah",2-byte
8422,"test byte ptr [rdx], ah",2-byte
8423,"test byte ptr [rbx], ah",2-byte
8426,"test byte ptr [rsi], ah",2-byte
8427,"test byte ptr [rdi], ah",2-byte
8428,"test byte ptr [rax], ch",2-byte
8429,"test byte ptr [rcx], ch",2-byte
842a,"test byte ptr [rdx], ch",2-byte
842b,"test byte ptr [rbx], ch",2-byte
842e,"test byte ptr [rsi], ch",2-byte
842f,"test byte ptr [rdi], ch",2-byte
8430,"test byte ptr [rax], dh",2-byte
8431,"test byte ptr [rcx], dh",2-byte
8432,"test byte ptr [rdx], dh",2-byte
8433,"test byte ptr [rbx], dh",2-byte
8436,"test byte ptr [rsi], dh",2-byte
8437,"test byte ptr [rdi], dh",2-byte
8438,"test byte ptr [rax], bh",2-byte
8439,"test byte ptr [rcx], bh",2-byte
843a,"test byte ptr [rdx], bh",2-byte
843b,"test byte ptr [rbx], bh",2-byte
843e,"test byte ptr [rsi], bh",2-byte
843f,"test byte ptr [rdi], bh",2-byte
84c0,"test al, al",2-byte
84c1,"test cl, al",2-byte
84c2,"test dl, al",2-byte
84c3,"test bl, al",2-byte
84c4,"test ah, al",2-byte
84c5,"test ch, al",2-byte
84c6,"test dh, al",2-byte
84c7,"test bh, al",2-byte
84c8,"test al, cl",2-byte
84c9,"test cl, cl",2-byte
84ca,"test dl, cl",2-byte
84cb,"test bl, cl",2-byte
84cc,"test ah, cl",2-byte
84cd,"test ch, cl",2-byte
84ce,"test dh, cl",2-byte
84cf,"test bh, cl",2-byte
84d0,"test al, dl",2-byte
84d1,"test cl, dl",2-byte
84d2,"test dl, dl",2-byte
84d3,"test bl, dl",2-byte
84d4,"test ah, dl",2-byte
84d5,"test ch, dl",2-byte
84d6,"test dh, dl",2-byte
84d7,"test bh, dl",2-byte
84d8,"test al, bl",2-byte
84d9,"test cl, bl",2-byte
84da,"test dl, bl",2-byte
84db,"test bl, bl",2-byte
84dc,"test ah, bl",2-byte
84dd,"test ch, bl",2-byte
84de,"test dh, bl",2-byte
84df,"test bh, bl",2-byte
84e0,"test al, ah",2-byte
84e1,"test cl, ah",2-byte
84e2,"test dl, ah",2-byte
84e3,"test bl, ah",2-byte
84e4,"test ah, ah",2-byte
84e5,"test ch, ah",2-byte
84e6,"test dh, ah",2-byte
84e7,"test bh, ah",2-byte
84e8,"test al, ch",2-byte
84e9,"test cl, ch",2-byte
84ea,"test dl, ch",2-byte
84eb,"test bl, ch",2-byte
84ec,"test ah, ch",2-byte
84ed,"test ch, ch",2-byte
84ee,"test dh, ch",2-byte
84ef,"test bh, ch",2-byte
84f0,"test al, dh",2-byte
84f1,"test cl, dh",2-byte
84f2,"test dl, dh",2-byte
84f3,"test bl, dh",2-byte
84f4,"test ah, dh",2-byte
84f5,"test ch, dh",2-byte
84f6,"test dh, dh",2-byte
84f7,"test bh, dh",2-byte
84f8,"test al, bh",2-byte
84f9,"test cl, bh",2-byte
84fa,"test dl, bh",2-byte
84fb,"test bl, bh",2-byte
84fc,"test ah, bh",2-byte
84fd,"test ch, bh",2-byte
84fe,"test dh, bh",2-byte
84ff,"test bh, bh",2-byte
8500,"test dword ptr [rax], eax",2-byte
8501,"test dword ptr [rcx], eax",2-byte
8502,"test dword ptr [rdx], eax",2-byte
8503,"test dword ptr [rbx], eax",2-byte
8506,"test dword ptr [rsi], eax",2-byte
8507,"test dword ptr [rdi], eax",2-byte
8508,"test dword ptr [rax], ecx",2-byte
8509,"test dword ptr [rcx], ecx",2-byte
850a,"test dword ptr [rdx], ecx",2-byte
850b,"test dword ptr [rbx], ecx",2-byte
850e,"test dword ptr [rsi], ecx",2-byte
850f,"test dword ptr [rdi], ecx",2-byte
8510,"test dword ptr [rax], edx",2-byte
8511,"test dword ptr [rcx], edx",2-byte
8512,"test dword ptr [rdx], edx",2-byte
8513,"test dword ptr [rbx], edx",2-byte
8516,"test dword ptr [rsi], edx",2-byte
8517,"test dword ptr [rdi], edx",2-byte
8518,"test dword ptr [rax], ebx",2-byte
8519,"test dword ptr [rcx], ebx",2-byte
851a,"test dword ptr [rdx], ebx",2-byte
851b,"test dword ptr [rbx], ebx",2-byte
851e,"test dword ptr [rsi], ebx",2-byte
851f,"test dword ptr [rdi], ebx",2-byte
8520,"test dword ptr [rax], esp",2-byte
8521,"test dword ptr [rcx], esp",2-byte
8522,"test dword ptr [rdx], esp",2-byte
8523,"test dword ptr [rbx], esp",2-byte
8526,"test dword ptr [rsi], esp",2-byte
8527,"test dword ptr [rdi], esp",2-byte
8528,"test dword ptr [rax], ebp",2-byte
8529,"test dword ptr [rcx], ebp",2-byte
852a,"test dword ptr [rdx], ebp",2-byte
852b,"test dword ptr [rbx], ebp",2-byte
852e,"test dword ptr [rsi], ebp",2-byte
852f,"test dword ptr [rdi], ebp",2-byte
8530,"test dword ptr [rax], esi",2-byte
8531,"test dword ptr [rcx], esi",2-byte
8532,"test dword ptr [rdx], esi",2-byte
8533,"test dword ptr [rbx], esi",2-byte
8536,"test dword ptr [rsi], esi",2-byte
8537,"test dword ptr [rdi], esi",2-byte
8538,"test dword ptr [rax], edi",2-byte
8539,"test dword ptr [rcx], edi",2-byte
853a,"test dword ptr [rdx], edi",2-byte
853b,"test dword ptr [rbx], edi",2-byte
853e,"test dword ptr [rsi], edi",2-byte
853f,"test dword ptr [rdi], edi",2-byte
85c0,"test eax, eax",2-byte
85c1,"test ecx, eax",2-byte
85c2,"test edx, eax",2-byte
85c3,"test ebx, eax",2-byte
85c4,"test esp, eax",2-byte
85c5,"test ebp, eax",2-byte
85c6,"test esi, eax",2-byte
85c7,"test edi, eax",2-byte
85c8,"test eax, ecx",2-byte
85c9,"test ecx, ecx",2-byte
85ca,"test edx, ecx",2-byte
85cb,"test ebx, ecx",2-byte
85cc,"test esp, ecx",2-byte
85cd,"test ebp, ecx",2-byte
85ce,"test esi, ecx",2-byte
85cf,"test edi, ecx",2-byte
85d0,"test eax, edx",2-byte
85d1,"test ecx, edx",2-byte
85d2,"test edx, edx",2-byte
85d3,"test ebx, edx",2-byte
85d4,"test esp, edx",2-byte
85d5,"test ebp, edx",2-byte
85d6,"test esi, edx",2-byte
85d7,"test edi, edx",2-byte
85d8,"test eax, ebx",2-byte
85d9,"test ecx, ebx",2-byte
85da,"test edx, ebx",2-byte
85db,"test ebx, ebx",2-byte
85dc,"test esp, ebx",2-byte
85dd,"test ebp, ebx",2-byte
85de,"test esi, ebx",2-byte
85df,"test edi, ebx",2-byte
85e0,"test eax, esp",2-byte
85e1,"test ecx, esp",2-byte
85e2,"test edx, esp",2-byte
85e3,"test ebx, esp",2-byte
85e4,"test esp, esp",2-byte
85e5,"test ebp, esp",2-byte
85e6,"test esi, esp",2-byte
85e7,"test edi, esp",2-byte
85e8,"test eax, ebp",2-byte
85e9,"test ecx, ebp",2-byte
85ea,"test edx, ebp",2-byte
85eb,"test ebx, ebp",2-byte
85ec,"test esp, ebp",2-byte
85ed,"test ebp, ebp",2-byte
85ee,"test esi, ebp",2-byte
85ef,"test edi, ebp",2-byte
85f0,"test eax, esi",2-byte
85f1,"test ecx, esi",2-byte
85f2,"test edx, esi",2-byte
85f3,"test ebx, esi",2-byte
85f4,"test esp, esi",2-byte
85f5,"test ebp, esi",2-byte
85f6,"test esi, esi",2-byte
85f7,"test edi, esi",2-byte
85f8,"test eax, edi",2-byte
85f9,"test ecx, edi",2-byte
85fa,"test edx, edi",2-byte
85fb,"test ebx, edi",2-byte
85fc,"test esp, edi",2-byte
85fd,"test ebp, edi",2-byte
85fe,"test esi, edi",2-byte
85ff,"test edi, edi",2-byte
8600,"xchg byte ptr [rax], al",2-byte
8601,"xchg byte ptr [rcx], al",2-byte
8602,"xchg byte ptr [rdx], al",2-byte
8603,"xchg byte ptr [rbx], al",2-byte
8606,"xchg byte ptr [rsi], al",2-byte
8607,"xchg byte ptr [rdi], al",2-byte
8608,"xchg byte ptr [rax], cl",2-byte
8609,"xchg byte ptr [rcx], cl",2-byte
860a,"xchg byte ptr [rdx], cl",2-byte
860b,"xchg byte ptr [rbx], cl",2-byte
860e,"xchg byte ptr [rsi], cl",2-byte
860f,"xchg byte ptr [rdi], cl",2-byte
8610,"xchg byte ptr [rax], dl",2-byte
8611,"xchg byte ptr [rcx], dl",2-byte
8612,"xchg byte ptr [rdx], dl",2-byte
8613,"xchg byte ptr [rbx], dl",2-byte
8616,"xchg byte ptr [rsi], dl",2-byte
8617,"xchg byte ptr [rdi], dl",2-byte
8618,"xchg byte ptr [rax], bl",2-byte
8619,"xchg byte ptr [rcx], bl",2-byte
861a,"xchg byte ptr [rdx], bl",2-byte
861b,"xchg byte ptr [rbx], bl",2-byte
861e,"xchg byte ptr [rsi], bl",2-byte
861f,"xchg byte ptr [rdi], bl",2-byte
8620,"xchg byte ptr [rax], ah",2-byte
8621,"xchg byte ptr [rcx], ah",2-byte
8622,"xchg byte ptr [rdx], ah",2-byte
8623,"xchg byte ptr [rbx], ah",2-byte
8626,"xchg byte ptr [rsi], ah",2-byte
8627,"xchg byte ptr [rdi], ah",2-byte
8628,"xchg byte ptr [rax], ch",2-byte
8629,"xchg byte ptr [rcx], ch",2-byte
862a,"xchg byte ptr [rdx], ch",2-byte
862b,"xchg byte ptr [rbx], ch",2-byte
862e,"xchg byte ptr [rsi], ch",2-byte
862f,"xchg byte ptr [rdi], ch",2-byte
8630,"xchg byte ptr [rax], dh",2-byte
8631,"xchg byte ptr [rcx], dh",2-byte
8632,"xchg byte ptr [rdx], dh",2-byte
8633,"xchg byte ptr [rbx], dh",2-byte
8636,"xchg byte ptr [rsi], dh",2-byte
8637,"xchg byte ptr [rdi], dh",2-byte
8638,"xchg byte ptr [rax], bh",2-byte
8639,"xchg byte ptr [rcx], bh",2-byte
863a,"xchg byte ptr [rdx], bh",2-byte
863b,"xchg byte ptr [rbx], bh",2-byte
863e,"xchg byte ptr [rsi], bh",2-byte
863f,"xchg byte ptr [rdi], bh",2-byte
86c0,"xchg al, al",2-byte
86c1,"xchg cl, al",2-byte
86c2,"xchg dl, al",2-byte
86c3,"xchg bl, al",2-byte
86c4,"xchg ah, al",2-byte
86c5,"xchg ch, al",2-byte
86c6,"xchg dh, al",2-byte
86c7,"xchg bh, al",2-byte
86c8,"xchg al, cl",2-byte
86c9,"xchg cl, cl",2-byte
86ca,"xchg dl, cl",2-byte
86cb,"xchg bl, cl",2-byte
86cc,"xchg ah, cl",2-byte
86cd,"xchg ch, cl",2-byte
86ce,"xchg dh, cl",2-byte
86cf,"xchg bh, cl",2-byte
86d0,"xchg al, dl",2-byte
86d1,"xchg cl, dl",2-byte
86d2,"xchg dl, dl",2-byte
86d3,"xchg bl, dl",2-byte
86d4,"xchg ah, dl",2-byte
86d5,"xchg ch, dl",2-byte
86d6,"xchg dh, dl",2-byte
86d7,"xchg bh, dl",2-byte
86d8,"xchg al, bl",2-byte
86d9,"xchg cl, bl",2-byte
86da,"xchg dl, bl",2-byte
86db,"xchg bl, bl",2-byte
86dc,"xchg ah, bl",2-byte
86dd,"xchg ch, bl",2-byte
86de,"xchg dh, bl",2-byte
86df,"xchg bh, bl",2-byte
86e0,"xchg al, ah",2-byte
86e1,"xchg cl, ah",2-byte
86e2,"xchg dl, ah",2-byte
86e3,"xchg bl, ah",2-byte
86e4,"xchg ah, ah",2-byte
86e5,"xchg ch, ah",2-byte
86e6,"xchg dh, ah",2-byte
86e7,"xchg bh, ah",2-byte
86e8,"xchg al, ch",2-byte
86e9,"xchg cl, ch",2-byte
86ea,"xchg dl, ch",2-byte
86eb,"xchg bl, ch",2-byte
86ec,"xchg ah, ch",2-byte
86ed,"xchg ch, ch",2-byte
86ee,"xchg dh, ch",2-byte
86ef,"xchg bh, ch",2-byte
86f0,"xchg al, dh",2-byte
86f1,"xchg cl, dh",2-byte
86f2,"xchg dl, dh",2-byte
86f3,"xchg bl, dh",2-byte
86f4,"xchg ah, dh",2-byte
86f5,"xchg ch, dh",2-byte
86f6,"xchg dh, dh",2-byte
86f7,"xchg bh, dh",2-byte
86f8,"xchg al, bh",2-byte
86f9,"xchg cl, bh",2-byte
86fa,"xchg dl, bh",2-byte
86fb,"xchg bl, bh",2-byte
86fc,"xchg ah, bh",2-byte
86fd,"xchg ch, bh",2-byte
86fe,"xchg dh, bh",2-byte
86ff,"xchg bh, bh",2-byte
8700,"xchg dword ptr [rax], eax",2-byte
8701,"xchg dword ptr [rcx], eax",2-byte
8702,"xchg dword ptr [rdx], eax",2-byte
8703,"xchg dword ptr [rbx], eax",2-byte
8706,"xchg dword ptr [rsi], eax",2-byte
8707,"xchg dword ptr [rdi], eax",2-byte
8708,"xchg dword ptr [rax], ecx",2-byte
8709,"xchg dword ptr [rcx], ecx",2-byte
870a,"xchg dword ptr [rdx], ecx",2-byte
870b,"xchg dword ptr [rbx], ecx",2-byte
870e,"xchg dword ptr [rsi], ecx",2-byte
870f,"xchg dword ptr [rdi], ecx",2-byte
8710,"xchg dword ptr [rax], edx",2-byte
8711,"xchg dword ptr [rcx], edx",2-byte
8712,"xchg dword ptr [rdx], edx",2-byte
8713,"xchg dword ptr [rbx], edx",2-byte
8716,"xchg dword ptr [rsi], edx",2-byte
8717,"xchg dword ptr [rdi], edx",2-byte
8718,"xchg dword ptr [rax], ebx",2-byte
8719,"xchg dword ptr [rcx], ebx",2-byte
871a,"xchg dword ptr [rdx], ebx",2-byte
871b,"xchg dword ptr [rbx], ebx",2-byte
871e,"xchg dword ptr [rsi], ebx",2-byte
871f,"xchg dword ptr [rdi], ebx",2-byte
8720,"xchg dword ptr [rax], esp",2-byte
8721,"xchg dword ptr [rcx], esp",2-byte
8722,"xchg dword ptr [rdx], esp",2-byte
8723,"xchg dword ptr [rbx], esp",2-byte
8726,"xchg dword ptr [rsi], esp",2-byte
8727,"xchg dword ptr [rdi], esp",2-byte
8728,"xchg dword ptr [rax], ebp",2-byte
8729,"xchg dword ptr [rcx], ebp",2-byte
872a,"xchg dword ptr [rdx], ebp",2-byte
872b,"xchg dword ptr [rbx], ebp",2-byte
872e,"xchg dword ptr [rsi], ebp",2-byte
872f,"xchg dword ptr [rdi], ebp",2-byte
8730,"xchg dword ptr [rax], esi",2-byte
8731,"xchg dword ptr [rcx], esi",2-byte
8732,"xchg dword ptr [rdx], esi",2-byte
8733,"xchg dword ptr [rbx], esi",2-byte
8736,"xchg dword ptr [rsi], esi",2-byte
8737,"xchg dword ptr [rdi], esi",2-byte
8738,"xchg dword ptr [rax], edi",2-byte
8739,"xchg dword ptr [rcx], edi",2-byte
873a,"xchg dword ptr [rdx], edi",2-byte
873b,"xchg dword ptr [rbx], edi",2-byte
873e,"xchg dword ptr [rsi], edi",2-byte
873f,"xchg dword ptr [rdi], edi",2-byte
87c0,"xchg eax, eax",2-byte
87c8,"xchg eax, ecx",2-byte
87c9,"xchg ecx, ecx",2-byte
87ca,"xchg edx, ecx",2-byte
87cb,"xchg ebx, ecx",2-byte
87cc,"xchg esp, ecx",2-byte
87cd,"xchg ebp, ecx",2-byte
87ce,"xchg esi, ecx",2-byte
87cf,"xchg edi, ecx",2-byte
87d0,"xchg eax, edx",2-byte
87d1,"xchg ecx, edx",2-byte
87d2,"xchg edx, edx",2-byte
87d3,"xchg ebx, edx",2-byte
87d4,"xchg esp, edx",2-byte
87d5,"xchg ebp, edx",2-byte
87d6,"xchg esi, edx",2-byte
87d7,"xchg edi, edx",2-byte
87d8,"xchg eax, ebx",2-byte
87d9,"xchg ecx, ebx",2-byte
87da,"xchg edx, ebx",2-byte
87db,"xchg ebx, ebx",2-byte
87dc,"xchg esp, ebx",2-byte
87dd,"xchg ebp, ebx",2-byte
87de,"xchg esi, ebx",2-byte
87df,"xchg edi, ebx",2-byte
87e0,"xchg eax, esp",2-byte
87e1,"xchg ecx, esp",2-byte
87e2,"xchg edx, esp",2-byte
87e3,"xchg ebx, esp",2-byte
87e4,"xchg esp, esp",2-byte
87e5,"xchg ebp, esp",2-byte
87e6,"xchg esi, esp",2-byte
87e7,"xchg edi, esp",2-byte
87e8,"xchg eax, ebp",2-byte
87e9,"xchg ecx, ebp",2-byte
87ea,"xchg edx, ebp",2-byte
87eb,"xchg ebx, ebp",2-byte
87ec,"xchg esp, ebp",2-byte
87ed,"xchg ebp, ebp",2-byte
87ee,"xchg esi, ebp",2-byte
87ef,"xchg edi, ebp",2-byte
87f0,"xchg eax, esi",2-byte
87f1,"xchg ecx, esi",2-byte
87f2,"xchg edx, esi",2-byte
87f3,"xchg ebx, esi",2-byte
87f4,"xchg esp, esi",2-byte
87f5,"xchg ebp, esi",2-byte
87f6,"xchg esi, esi",2-byte
87f7,"xchg edi, esi",2-byte
87f8,"xchg eax, edi",2-byte
87f9,"xchg ecx, edi",2-byte
87fa,"xchg edx, edi",2-byte
87fb,"xchg ebx, edi",2-byte
87fc,"xchg esp, edi",2-byte
87fd,"xchg ebp, edi",2-byte
87fe,"xchg esi, edi",2-byte
87ff,"xchg edi, edi",2-byte
8800,"mov byte ptr [rax], al",2-byte
8801,"mov byte ptr [rcx], al",2-byte
8802,"mov byte ptr [rdx], al",2-byte
8803,"mov byte ptr [rbx], al",2-byte
8806,"mov byte ptr [rsi], al",2-byte
8807,"mov byte ptr [rdi], al",2-byte
8808,"mov byte ptr [rax], cl",2-byte
8809,"mov byte ptr [rcx], cl",2-byte
880a,"mov byte ptr [rdx], cl",2-byte
880b,"mov byte ptr [rbx], cl",2-byte
880e,"mov byte ptr [rsi], cl",2-byte
880f,"mov byte ptr [rdi], cl",2-byte
8810,"mov byte ptr [rax], dl",2-byte
8811,"mov byte ptr [rcx], dl",2-byte
8812,"mov byte ptr [rdx], dl",2-byte
8813,"mov byte ptr [rbx], dl",2-byte
8816,"mov byte ptr [rsi], dl",2-byte
8817,"mov byte ptr [rdi], dl",2-byte
8818,"mov byte ptr [rax], bl",2-byte
8819,"mov byte ptr [rcx], bl",2-byte
881a,"mov byte ptr [rdx], bl",2-byte
881b,"mov byte ptr [rbx], bl",2-byte
881e,"mov byte ptr [rsi], bl",2-byte
881f,"mov byte ptr [rdi], bl",2-byte
8820,"mov byte ptr [rax], ah",2-byte
8821,"mov byte ptr [rcx], ah",2-byte
8822,"mov byte ptr [rdx], ah",2-byte
8823,"mov byte ptr [rbx], ah",2-byte
8826,"mov byte ptr [rsi], ah",2-byte
8827,"mov byte ptr [rdi], ah",2-byte
8828,"mov byte ptr [rax], ch",2-byte
8829,"mov byte ptr [rcx], ch",2-byte
882a,"mov byte ptr [rdx], ch",2-byte
882b,"mov byte ptr [rbx], ch",2-byte
882e,"mov byte ptr [rsi], ch",2-byte
882f,"mov byte ptr [rdi], ch",2-byte
8830,"mov byte ptr [rax], dh",2-byte
8831,"mov byte ptr [rcx], dh",2-byte
8832,"mov byte ptr [rdx], dh",2-byte
8833,"mov byte ptr [rbx], dh",2-byte
8836,"mov byte ptr [rsi], dh",2-byte
8837,"mov byte ptr [rdi], dh",2-byte
8838,"mov byte ptr [rax], bh",2-byte
8839,"mov byte ptr [rcx], bh",2-byte
883a,"mov byte ptr [rdx], bh",2-byte
883b,"mov byte ptr [rbx], bh",2-byte
883e,"mov byte ptr [rsi], bh",2-byte
883f,"mov byte ptr [rdi], bh",2-byte
88c0,"mov al, al",2-byte
88c1,"mov cl, al",2-byte
88c2,"mov dl, al",2-byte
88c3,"mov bl, al",2-byte
88c4,"mov ah, al",2-byte
88c5,"mov ch, al",2-byte
88c6,"mov dh, al",2-byte
88c7,"mov bh, al",2-byte
88c8,"mov al, cl",2-byte
88c9,"mov cl, cl",2-byte
88ca,"mov dl, cl",2-byte
88cb,"mov bl, cl",2-byte
88cc,"mov ah, cl",2-byte
88cd,"mov ch, cl",2-byte
88ce,"mov dh, cl",2-byte
88cf,"mov bh, cl",2-byte
88d0,"mov al, dl",2-byte
88d1,"mov cl, dl",2-byte
88d2,"mov dl, dl",2-byte
88d3,"mov bl, dl",2-byte
88d4,"mov ah, dl",2-byte
88d5,"mov ch, dl",2-byte
88d6,"mov dh, dl",2-byte
88d7,"mov bh, dl",2-byte
88d8,"mov al, bl",2-byte
88d9,"mov cl, bl",2-byte
88da,"mov dl, bl",2-byte
88db,"mov bl, bl",2-byte
88dc,"mov ah, bl",2-byte
88dd,"mov ch, bl",2-byte
88de,"mov dh, bl",2-byte
88df,"mov bh, bl",2-byte
88e0,"mov al, ah",2-byte
88e1,"mov cl, ah",2-byte
88e2,"mov dl, ah",2-byte
88e3,"mov bl, ah",2-byte
88e4,"mov ah, ah",2-byte
88e5,"mov ch, ah",2-byte
88e6,"mov dh, ah",2-byte
88e7,"mov bh, ah",2-byte
88e8,"mov al, ch",2-byte
88e9,"mov cl, ch",2-byte
88ea,"mov dl, ch",2-byte
88eb,"mov bl, ch",2-byte
88ec,"mov ah, ch",2-byte
88ed,"mov ch, ch",2-byte
88ee,"mov dh, ch",2-byte
88ef,"mov bh, ch",2-byte
88f0,"mov al, dh",2-byte
88f1,"mov cl, dh",2-byte
88f2,"mov dl, dh",2-byte
88f3,"mov bl, dh",2-byte
88f4,"mov ah, dh",2-byte
88f5,"mov ch, dh",2-byte
88f6,"mov dh, dh",2-byte
88f7,"mov bh, dh",2-byte
