Hexa,Instruction,Type
34e0,"xor al, 0xe0",2-byte
34e1,"xor al, 0xe1",2-byte
34e2,"xor al, 0xe2",2-byte
34e3,"xor al, 0xe3",2-byte
34e4,"xor al, 0xe4",2-byte
34e5,"xor al, 0xe5",2-byte
34e6,"xor al, 0xe6",2-byte
34e7,"xor al, 0xe7",2-byte
34e8,"xor al, 0xe8",2-byte
34e9,"xor al, 0xe9",2-byte
34ea,"xor al, 0xea",2-byte
34eb,"xor al, 0xeb",2-byte
34ec,"xor al, 0xec",2-byte
34ed,"xor al, 0xed",2-byte
34ee,"xor al, 0xee",2-byte
34ef,"xor al, 0xef",2-byte
34f0,"xor al, 0xf0",2-byte
34f1,"xor al, 0xf1",2-byte
34f2,"xor al, 0xf2",2-byte
34f3,"xor al, 0xf3",2-byte
34f4,"xor al, 0xf4",2-byte
34f5,"xor al, 0xf5",2-byte
34f6,"xor al, 0xf6",2-byte
34f7,"xor al, 0xf7",2-byte
34f8,"xor al, 0xf8",2-byte
34f9,"xor al, 0xf9",2-byte
34fa,"xor al, 0xfa",2-byte
34fb,"xor al, 0xfb",2-byte
34fc,"xor al, 0xfc",2-byte
34fd,"xor al, 0xfd",2-byte
34fe,"xor al, 0xfe",2-byte
34ff,"xor al, 0xff",2-byte
366e,"outsb dx, byte ptr ss:[rsi]",2-byte
366f,"outsd dx, dword ptr ss:[rsi]",2-byte
36a4,"movsb byte ptr [rdi], byte ptr ss:[rsi]",2-byte
36a5,"movsd dword ptr [rdi], dword ptr ss:[rsi]",2-byte
36a6,"cmpsb byte ptr ss:[rsi], byte ptr [rdi]",2-byte
36a7,"cmpsd dword ptr ss:[rsi], dword ptr [rdi]",2-byte
36ac,"lodsb al, byte ptr ss:[rsi]",2-byte
36ad,"lodsd eax, dword ptr ss:[rsi]",2-byte
3800,"cmp byte ptr [rax], al",2-byte
3801,"cmp byte ptr [rcx], al",2-byte
3802,"cmp byte ptr [rdx], al",2-byte
3803,"cmp byte ptr [rbx], al",2-byte
3806,"cmp byte ptr [rsi], al",2-byte
3807,"cmp byte ptr [rdi], al",2-byte
3808,"cmp byte ptr [rax], cl",2-byte
3809,"cmp byte ptr [rcx], cl",2-byte
380a,"cmp byte ptr [rdx], cl",2-byte
380b,"cmp byte ptr [rbx], cl",2-byte
380e,"cmp byte ptr [rsi], cl",2-byte
380f,"cmp byte ptr [rdi], cl",2-byte
3810,"cmp byte ptr [rax], dl",2-byte
3811,"cmp byte ptr [rcx], dl",2-byte
3812,"cmp byte ptr [rdx], dl",2-byte
3813,"cmp byte ptr [rbx], dl",2-byte
3816,"cmp byte ptr [rsi], dl",2-byte
3817,"cmp byte ptr [rdi], dl",2-byte
3818,"cmp byte ptr [rax], bl",2-byte
3819,"cmp byte ptr [rcx], bl",2-byte
381a,"cmp byte ptr [rdx], bl",2-byte
381b,"cmp byte ptr [rbx], bl",2-byte
381e,"cmp byte ptr [rsi], bl",2-byte
381f,"cmp byte ptr [rdi], bl",2-byte
3820,"cmp byte ptr [rax], ah",2-byte
3821,"cmp byte ptr [rcx], ah",2-byte
3822,"cmp byte ptr [rdx], ah",2-byte
3823,"cmp byte ptr [rbx], ah",2-byte
3826,"cmp byte ptr [rsi], ah",2-byte
3827,"cmp byte ptr [rdi], ah",2-byte
3828,"cmp byte ptr [rax], ch",2-byte
3829,"cmp byte ptr [rcx], ch",2-byte
382a,"cmp byte ptr [rdx], ch",2-byte
382b,"cmp byte ptr [rbx], ch",2-byte
382e,"cmp byte ptr [rsi], ch",2-byte
382f,"cmp byte ptr [rdi], ch",2-byte
3830,"cmp byte ptr [rax], dh",2-byte
3831,"cmp byte ptr [rcx], dh",2-byte
3832,"cmp byte ptr [rdx], dh",2-byte
3833,"cmp byte ptr [rbx], dh",2-byte
3836,"cmp byte ptr [rsi], dh",2-byte
3837,"cmp byte ptr [rdi], dh",2-byte
3838,"cmp byte ptr [rax], bh",2-byte
3839,"cmp byte ptr [rcx], bh",2-byte
383a,"cmp byte ptr [rdx], bh",2-byte
383b,"cmp byte ptr [rbx], bh",2-byte
383e,"cmp byte ptr [rsi], bh",2-byte
383f,"cmp byte ptr [rdi], bh",2-byte
38c0,"cmp al, al",2-byte
38c1,"cmp cl, al",2-byte
38c2,"cmp dl, al",2-byte
38c3,"cmp bl, al",2-byte
38c4,"cmp ah, al",2-byte
38c5,"cmp ch, al",2-byte
38c6,"cmp dh, al",2-byte
38c7,"cmp bh, al",2-byte
38c8,"cmp al, cl",2-byte
38c9,"cmp cl, cl",2-byte
38ca,"cmp dl, cl",2-byte
38cb,"cmp bl, cl",2-byte
38cc,"cmp ah, cl",2-byte
38cd,"cmp ch, cl",2-byte
38ce,"cmp dh, cl",2-byte
38cf,"cmp bh, cl",2-byte
38d0,"cmp al, dl",2-byte
38d1,"cmp cl, dl",2-byte
38d2,"cmp dl, dl",2-byte
38d3,"cmp bl, dl",2-byte
38d4,"cmp ah, dl",2-byte
38d5,"cmp ch, dl",2-byte
38d6,"cmp dh, dl",2-byte
38d7,"cmp bh, dl",2-byte
38d8,"cmp al, bl",2-byte
38d9,"cmp cl, bl",2-byte
38da,"cmp dl, bl",2-byte
38db,"cmp bl, bl",2-byte
38dc,"cmp ah, bl",2-byte
38dd,"cmp ch, bl",2-byte
38de,"cmp dh, bl",2-byte
38df,"cmp bh, bl",2-byte
38e0,"cmp al, ah",2-byte
38e1,"cmp cl, ah",2-byte
38e2,"cmp dl, ah",2-byte
38e3,"cmp bl, ah",2-byte
38e4,"cmp ah, ah",2-byte
38e5,"cmp ch, ah",2-byte
38e6,"cmp dh, ah",2-byte
38e7,"cmp bh, ah",2-byte
38e8,"cmp al, ch",2-byte
38e9,"cmp cl, ch",2-byte
38ea,"cmp dl, ch",2-byte
38eb,"cmp bl, ch",2-byte
38ec,"cmp ah, ch",2-byte
38ed,"cmp ch, ch",2-byte
38ee,"cmp dh, ch",2-byte
38ef,"cmp bh, ch",2-byte
38f0,"cmp al, dh",2-byte
38f1,"cmp cl, dh",2-byte
38f2,"cmp dl, dh",2-byte
38f3,"cmp bl, dh",2-byte
38f4,"cmp ah, dh",2-byte
38f5,"cmp ch, dh",2-byte
38f6,"cmp dh, dh",2-byte
38f7,"cmp bh, dh",2-byte
38f8,"cmp al, bh",2-byte
38f9,"cmp cl, bh",2-byte
38fa,"cmp dl, bh",2-byte
38fb,"cmp bl, bh",2-byte
38fc,"cmp ah, bh",2-byte
38fd,"cmp ch, bh",2-byte
38fe,"cmp dh, bh",2-byte
38ff,"cmp bh, bh",2-byte
3900,"cmp dword ptr [rax], eax",2-byte
3901,"cmp dword ptr [rcx], eax",2-byte
3902,"cmp dword ptr [rdx], eax",2-byte
3903,"cmp dword ptr [rbx], eax",2-byte
3906,"cmp dword ptr [rsi], eax",2-byte
3907,"cmp dword ptr [rdi], eax",2-byte
3908,"cmp dword ptr [rax], ecx",2-byte
3909,"cmp dword ptr [rcx], ecx",2-byte
390a,"cmp dword ptr [rdx], ecx",2-byte
390b,"cmp dword ptr [rbx], ecx",2-byte
390e,"cmp dword ptr [rsi], ecx",2-byte
390f,"cmp dword ptr [rdi], ecx",2-byte
3910,"cmp dword ptr [rax], edx",2-byte
3911,"cmp dword ptr [rcx], edx",2-byte
3912,"cmp dword ptr [rdx], edx",2-byte
3913,"cmp dword ptr [rbx], edx",2-byte
3916,"cmp dword ptr [rsi], edx",2-byte
3917,"cmp dword ptr [rdi], edx",2-byte
3918,"cmp dword ptr [rax], ebx",2-byte
3919,"cmp dword ptr [rcx], ebx",2-byte
391a,"cmp dword ptr [rdx], ebx",2-byte
391b,"cmp dword ptr [rbx], ebx",2-byte
391e,"cmp dword ptr [rsi], ebx",2-byte
391f,"cmp dword ptr [rdi], ebx",2-byte
3920,"cmp dword ptr [rax], esp",2-byte
3921,"cmp dword ptr [rcx], esp",2-byte
3922,"cmp dword ptr [rdx], esp",2-byte
3923,"cmp dword ptr [rbx], esp",2-byte
3926,"cmp dword ptr [rsi], esp",2-byte
3927,"cmp dword ptr [rdi], esp",2-byte
3928,"cmp dword ptr [rax], ebp",2-byte
3929,"cmp dword ptr [rcx], ebp",2-byte
392a,"cmp dword ptr [rdx], ebp",2-byte
392b,"cmp dword ptr [rbx], ebp",2-byte
392e,"cmp dword ptr [rsi], ebp",2-byte
392f,"cmp dword ptr [rdi], ebp",2-byte
3930,"cmp dword ptr [rax], esi",2-byte
3931,"cmp dword ptr [rcx], esi",2-byte
3932,"cmp dword ptr [rdx], esi",2-byte
3933,"cmp dword ptr [rbx], esi",2-byte
3936,"cmp dword ptr [rsi], esi",2-byte
3937,"cmp dword ptr [rdi], esi",2-byte
3938,"cmp dword ptr [rax], edi",2-byte
3939,"cmp dword ptr [rcx], edi",2-byte
393a,"cmp dword ptr [rdx], edi",2-byte
393b,"cmp dword ptr [rbx], edi",2-byte
393e,"cmp dword ptr [rsi], edi",2-byte
393f,"cmp dword ptr [rdi], edi",2-byte
39c0,"cmp eax, eax",2-byte
39c1,"cmp ecx, eax",2-byte
39c2,"cmp edx, eax",2-byte
39c3,"cmp ebx, eax",2-byte
39c4,"cmp esp, eax",2-byte
39c5,"cmp ebp, eax",2-byte
39c6,"cmp esi, eax",2-byte
39c7,"cmp edi, eax",2-byte
39c8,"cmp eax, ecx",2-byte
39c9,"cmp ecx, ecx",2-byte
39ca,"cmp edx, ecx",2-byte
39cb,"cmp ebx, ecx",2-byte
39cc,"cmp esp, ecx",2-byte
39cd,"cmp ebp, ecx",2-byte
39ce,"cmp esi, ecx",2-byte
39cf,"cmp edi, ecx",2-byte
39d0,"cmp eax, edx",2-byte
39d1,"cmp ecx, edx",2-byte
39d2,"cmp edx, edx",2-byte
39d3,"cmp ebx, edx",2-byte
39d4,"cmp esp, edx",2-byte
39d5,"cmp ebp, edx",2-byte
39d6,"cmp esi, edx",2-byte
39d7,"cmp edi, edx",2-byte
39d8,"cmp eax, ebx",2-byte
39d9,"cmp ecx, ebx",2-byte
39da,"cmp edx, ebx",2-byte
39db,"cmp ebx, ebx",2-byte
39dc,"cmp esp, ebx",2-byte
39dd,"cmp ebp, ebx",2-byte
39de,"cmp esi, ebx",2-byte
39df,"cmp edi, ebx",2-byte
39e0,"cmp eax, esp",2-byte
39e1,"cmp ecx, esp",2-byte
39e2,"cmp edx, esp",2-byte
39e3,"cmp ebx, esp",2-byte
39e4,"cmp esp, esp",2-byte
39e5,"cmp ebp, esp",2-byte
39e6,"cmp esi, esp",2-byte
39e7,"cmp edi, esp",2-byte
39e8,"cmp eax, ebp",2-byte
39e9,"cmp ecx, ebp",2-byte
39ea,"cmp edx, ebp",2-byte
39eb,"cmp ebx, ebp",2-byte
39ec,"cmp esp, ebp",2-byte
39ed,"cmp ebp, ebp",2-byte
39ee,"cmp esi, ebp",2-byte
39ef,"cmp edi, ebp",2-byte
39f0,"cmp eax, esi",2-byte
39f1,"cmp ecx, esi",2-byte
39f2,"cmp edx, esi",2-byte
39f3,"cmp ebx, esi",2-byte
39f4,"cmp esp, esi",2-byte
39f5,"cmp ebp, esi",2-byte
39f6,"cmp esi, esi",2-byte
39f7,"cmp edi, esi",2-byte
39f8,"cmp eax, edi",2-byte
39f9,"cmp ecx, edi",2-byte
39fa,"cmp edx, edi",2-byte
39fb,"cmp ebx, edi",2-byte
39fc,"cmp esp, edi",2-byte
39fd,"cmp ebp, edi",2-byte
39fe,"cmp esi, edi",2-byte
39ff,"cmp edi, edi",2-byte
3a00,"cmp al, byte ptr [rax]",2-byte
3a01,"cmp al, byte ptr [rcx]",2-byte
3a02,"cmp al, byte ptr [rdx]",2-byte
3a03,"cmp al, byte ptr [rbx]",2-byte
3a06,"cmp al, byte ptr [rsi]",2-byte
3a07,"cmp al, byte ptr [rdi]",2-byte
3a08,"cmp cl, byte ptr [rax]",2-byte
3a09,"cmp cl, byte ptr [rcx]",2-byte
3a0a,"cmp cl, byte ptr [rdx]",2-byte
3a0b,"cmp cl, byte ptr [rbx]",2-byte
3a0e,"cmp cl, byte ptr [rsi]",2-byte
3a0f,"cmp cl, byte ptr [rdi]",2-byte
3a10,"cmp dl, byte ptr [rax]",2-byte
3a11,"cmp dl, byte ptr [rcx]",2-byte
3a12,"cmp dl, byte ptr [rdx]",2-byte
3a13,"cmp dl, byte ptr [rbx]",2-byte
3a16,"cmp dl, byte ptr [rsi]",2-byte
3a17,"cmp dl, byte ptr [rdi]",2-byte
3a18,"cmp bl, byte ptr [rax]",2-byte
3a19,"cmp bl, byte ptr [rcx]",2-byte
3a1a,"cmp bl, byte ptr [rdx]",2-byte
3a1b,"cmp bl, byte ptr [rbx]",2-byte
3a1e,"cmp bl, byte ptr [rsi]",2-byte
3a1f,"cmp bl, byte ptr [rdi]",2-byte
3a20,"cmp ah, byte ptr [rax]",2-byte
3a21,"cmp ah, byte ptr [rcx]",2-byte
3a22,"cmp ah, byte ptr [rdx]",2-byte
3a23,"cmp ah, byte ptr [rbx]",2-byte
3a26,"cmp ah, byte ptr [rsi]",2-byte
3a27,"cmp ah, byte ptr [rdi]",2-byte
3a28,"cmp ch, byte ptr [rax]",2-byte
3a29,"cmp ch, byte ptr [rcx]",2-byte
3a2a,"cmp ch, byte ptr [rdx]",2-byte
3a2b,"cmp ch, byte ptr [rbx]",2-byte
3a2e,"cmp ch, byte ptr [rsi]",2-byte
3a2f,"cmp ch, byte ptr [rdi]",2-byte
3a30,"cmp dh, byte ptr [rax]",2-byte
3a31,"cmp dh, byte ptr [rcx]",2-byte
3a32,"cmp dh, byte ptr [rdx]",2-byte
3a33,"cmp dh, byte ptr [rbx]",2-byte
3a36,"cmp dh, byte ptr [rsi]",2-byte
3a37,"cmp dh, byte ptr [rdi]",2-byte
3a38,"cmp bh, byte ptr [rax]",2-byte
3a39,"cmp bh, byte ptr [rcx]",2-byte
3a3a,"cmp bh, byte ptr [rdx]",2-byte
3a3b,"cmp bh, byte ptr [rbx]",2-byte
3a3e,"cmp bh, byte ptr [rsi]",2-byte
3a3f,"cmp bh, byte ptr [rdi]",2-byte
3ac0,"cmp al, al",2-byte
3ac1,"cmp al, cl",2-byte
3ac2,"cmp al, dl",2-byte
3ac3,"cmp al, bl",2-byte
3ac4,"cmp al, ah",2-byte
3ac5,"cmp al, ch",2-byte
3ac6,"cmp al, dh",2-byte
3ac7,"cmp al, bh",2-byte
3ac8,"cmp cl, al",2-byte
3ac9,"cmp cl, cl",2-byte
3aca,"cmp cl, dl",2-byte
3acb,"cmp cl, bl",2-byte
3acc,"cmp cl, ah",2-byte
3acd,"cmp cl, ch",2-byte
3ace,"cmp cl, dh",2-byte
3acf,"cmp cl, bh",2-byte
3ad0,"cmp dl, al",2-byte
3ad1,"cmp dl, cl",2-byte
3ad2,"cmp dl, dl",2-byte
3ad3,"cmp dl, bl",2-byte
3ad4,"cmp dl, ah",2-byte
3ad5,"cmp dl, ch",2-byte
3ad6,"cmp dl, dh",2-byte
3ad7,"cmp dl, bh",2-byte
3ad8,"cmp bl, al",2-byte
3ad9,"cmp bl, cl",2-byte
3ada,"cmp bl, dl",2-byte
3adb,"cmp bl, bl",2-byte
3adc,"cmp bl, ah",2-byte
3add,"cmp bl, ch",2-byte
3ade,"cmp bl, dh",2-byte
3adf,"cmp bl, bh",2-byte
3ae0,"cmp ah, al",2-byte
3ae1,"cmp ah, cl",2-byte
3ae2,"cmp ah, dl",2-byte
3ae3,"cmp ah, bl",2-byte
3ae4,"cmp ah, ah",2-byte
3ae5,"cmp ah, ch",2-byte
3ae6,"cmp ah, dh",2-byte
3ae7,"cmp ah, bh",2-byte
3ae8,"cmp ch, al",2-byte
3ae9,"cmp ch, cl",2-byte
3aea,"cmp ch, dl",2-byte
3aeb,"cmp ch, bl",2-byte
3aec,"cmp ch, ah",2-byte
3aed,"cmp ch, ch",2-byte
3aee,"cmp ch, dh",2-byte
3aef,"cmp ch, bh",2-byte
3af0,"cmp dh, al",2-byte
3af1,"cmp dh, cl",2-byte
3af2,"cmp dh, dl",2-byte
3af3,"cmp dh, bl",2-byte
3af4,"cmp dh, ah",2-byte
3af5,"cmp dh, ch",2-byte
3af6,"cmp dh, dh",2-byte
3af7,"cmp dh, bh",2-byte
3af8,"cmp bh, al",2-byte
3af9,"cmp bh, cl",2-byte
3afa,"cmp bh, dl",2-byte
3afb,"cmp bh, bl",2-byte
3afc,"cmp bh, ah",2-byte
3afd,"cmp bh, ch",2-byte
3afe,"cmp bh, dh",2-byte
3aff,"cmp bh, bh",2-byte
3b00,"cmp eax, dword ptr [rax]",2-byte
3b01,"cmp eax, dword ptr [rcx]",2-byte
3b02,"cmp eax, dword ptr [rdx]",2-byte
3b03,"cmp eax, dword ptr [rbx]",2-byte
3b06,"cmp eax, dword ptr [rsi]",2-byte
3b07,"cmp eax, dword ptr [rdi]",2-byte
3b08,"cmp ecx, dword ptr [rax]",2-byte
3b09,"cmp ecx, dword ptr [rcx]",2-byte
3b0a,"cmp ecx, dword ptr [rdx]",2-byte
3b0b,"cmp ecx, dword ptr [rbx]",2-byte
3b0e,"cmp ecx, dword ptr [rsi]",2-byte
3b0f,"cmp ecx, dword ptr [rdi]",2-byte
3b10,"cmp edx, dword ptr [rax]",2-byte
3b11,"cmp edx, dword ptr [rcx]",2-byte
3b12,"cmp edx, dword ptr [rdx]",2-byte
3b13,"cmp edx, dword ptr [rbx]",2-byte
3b16,"cmp edx, dword ptr [rsi]",2-byte
3b17,"cmp edx, dword ptr [rdi]",2-byte
3b18,"cmp ebx, dword ptr [rax]",2-byte
3b19,"cmp ebx, dword ptr [rcx]",2-byte
3b1a,"cmp ebx, dword ptr [rdx]",2-byte
3b1b,"cmp ebx, dword ptr [rbx]",2-byte
3b1e,"cmp ebx, dword ptr [rsi]",2-byte
3b1f,"cmp ebx, dword ptr [rdi]",2-byte
3b20,"cmp esp, dword ptr [rax]",2-byte
3b21,"cmp esp, dword ptr [rcx]",2-byte
3b22,"cmp esp, dword ptr [rdx]",2-byte
3b23,"cmp esp, dword ptr [rbx]",2-byte
3b26,"cmp esp, dword ptr [rsi]",2-byte
3b27,"cmp esp, dword ptr [rdi]",2-byte
3b28,"cmp ebp, dword ptr [rax]",2-byte
3b29,"cmp ebp, dword ptr [rcx]",2-byte
3b2a,"cmp ebp, dword ptr [rdx]",2-byte
3b2b,"cmp ebp, dword ptr [rbx]",2-byte
3b2e,"cmp ebp, dword ptr [rsi]",2-byte
3b2f,"cmp ebp, dword ptr [rdi]",2-byte
3b30,"cmp esi, dword ptr [rax]",2-byte
3b31,"cmp esi, dword ptr [rcx]",2-byte
3b32,"cmp esi, dword ptr [rdx]",2-byte
3b33,"cmp esi, dword ptr [rbx]",2-byte
3b36,"cmp esi, dword ptr [rsi]",2-byte
3b37,"cmp esi, dword ptr [rdi]",2-byte
3b38,"cmp edi, dword ptr [rax]",2-byte
3b39,"cmp edi, dword ptr [rcx]",2-byte
3b3a,"cmp edi, dword ptr [rdx]",2-byte
3b3b,"cmp edi, dword ptr [rbx]",2-byte
3b3e,"cmp edi, dword ptr [rsi]",2-byte
3b3f,"cmp edi, dword ptr [rdi]",2-byte
3bc0,"cmp eax, eax",2-byte
3bc1,"cmp eax, ecx",2-byte
3bc2,"cmp eax, edx",2-byte
3bc3,"cmp eax, ebx",2-byte
3bc4,"cmp eax, esp",2-byte
3bc5,"cmp eax, ebp",2-byte
3bc6,"cmp eax, esi",2-byte
3bc7,"cmp eax, edi",2-byte
3bc8,"cmp ecx, eax",2-byte
3bc9,"cmp ecx, ecx",2-byte
3bca,"cmp ecx, edx",2-byte
3bcb,"cmp ecx, ebx",2-byte
3bcc,"cmp ecx, esp",2-byte
3bcd,"cmp ecx, ebp",2-byte
3bce,"cmp ecx, esi",2-byte
3bcf,"cmp ecx, edi",2-byte
3bd0,"cmp edx, eax",2-byte
3bd1,"cmp edx, ecx",2-byte
3bd2,"cmp edx, edx",2-byte
3bd3,"cmp edx, ebx",2-byte
3bd4,"cmp edx, esp",2-byte
3bd5,"cmp edx, ebp",2-byte
3bd6,"cmp edx, esi",2-byte
3bd7,"cmp edx, edi",2-byte
3bd8,"cmp ebx, eax",2-byte
3bd9,"cmp ebx, ecx",2-byte
3bda,"cmp ebx, edx",2-byte
3bdb,"cmp ebx, ebx",2-byte
3bdc,"cmp ebx, esp",2-byte
3bdd,"cmp ebx, ebp",2-byte
3bde,"cmp ebx, esi",2-byte
3bdf,"cmp ebx, edi",2-byte
3be0,"cmp esp, eax",2-byte
3be1,"cmp esp, ecx",2-byte
3be2,"cmp esp, edx",2-byte
3be3,"cmp esp, ebx",2-byte
3be4,"cmp esp, esp",2-byte
3be5,"cmp esp, ebp",2-byte
3be6,"cmp esp, esi",2-byte
3be7,"cmp esp, edi",2-byte
3be8,"cmp ebp, eax",2-byte
3be9,"cmp ebp, ecx",2-byte
3bea,"cmp ebp, edx",2-byte
3beb,"cmp ebp, ebx",2-byte
3bec,"cmp ebp, esp",2-byte
3bed,"cmp ebp, ebp",2-byte
3bee,"cmp ebp, esi",2-byte
3bef,"cmp ebp, edi",2-byte
3bf0,"cmp esi, eax",2-byte
3bf1,"cmp esi, ecx",2-byte
3bf2,"cmp esi, edx",2-byte
3bf3,"cmp esi, ebx",2-byte
3bf4,"cmp esi, esp",2-byte
3bf5,"cmp esi, ebp",2-byte
3bf6,"cmp esi, esi",2-byte
3bf7,"cmp esi, edi",2-byte
3bf8,"cmp edi, eax",2-byte
3bf9,"cmp edi, ecx",2-byte
3bfa,"cmp edi, edx",2-byte
3bfb,"cmp edi, ebx",2-byte
3bfc,"cmp edi, esp",2-byte
3bfd,"cmp edi, ebp",2-byte
3bfe,"cmp edi, esi",2-byte
3bff,"cmp edi, edi",2-byte
3c00,"cmp al, 0",2-byte
3c01,"cmp al, 1",2-byte
3c02,"cmp al, 2",2-byte
3c03,"cmp al, 3",2-byte
3c04,"cmp al, 4",2-byte
3c05,"cmp al, 5",2-byte
3c06,"cmp al, 6",2-byte
3c07,"cmp al, 7",2-byte
3c08,"cmp al, 8",2-byte
3c09,"cmp al, 9",2-byte
3c0a,"cmp al, 0xa",2-byte
3c0b,"cmp al, 0xb",2-byte
3c0c,"cmp al, 0xc",2-byte
3c0d,"cmp al, 0xd",2-byte
3c0e,"cmp al, 0xe",2-byte
3c0f,"cmp al, 0xf",2-byte
3c10,"cmp al, 0x10",2-byte
3c11,"cmp al, 0x11",2-byte
3c12,"cmp al, 0x12",2-byte
3c13,"cmp al, 0x13",2-byte
3c14,"cmp al, 0x14",2-byte
3c15,"cmp al, 0x15",2-byte
3c16,"cmp al, 0x16",2-byte
3c17,"cmp al, 0x17",2-byte
3c18,"cmp al, 0x18",2-byte
3c19,"cmp al, 0x19",2-byte
3c1a,"cmp al, 0x1a",2-byte
3c1b,"cmp al, 0x1b",2-byte
3c1c,"cmp al, 0x1c",2-byte
3c1d,"cmp al, 0x1d",2-byte
3c1e,"cmp al, 0x1e",2-byte
3c1f,"cmp al, 0x1f",2-byte
3c20,"cmp al, 0x20",2-byte
3c21,"cmp al, 0x21",2-byte
3c22,"cmp al, 0x22",2-byte
3c23,"cmp al, 0x23",2-byte
3c24,"cmp al, 0x24",2-byte
3c25,"cmp al, 0x25",2-byte
3c26,"cmp al, 0x26",2-byte
3c27,"cmp al, 0x27",2-byte
3c28,"cmp al, 0x28",2-byte
3c29,"cmp al, 0x29",2-byte
3c2a,"cmp al, 0x2a",2-byte
3c2b,"cmp al, 0x2b",2-byte
3c2c,"cmp al, 0x2c",2-byte
3c2d,"cmp al, 0x2d",2-byte
3c2e,"cmp al, 0x2e",2-byte
3c2f,"cmp al, 0x2f",2-byte
3c30,"cmp al, 0x30",2-byte
3c31,"cmp al, 0x31",2-byte
3c32,"cmp al, 0x32",2-byte
3c33,"cmp al, 0x33",2-byte
3c34,"cmp al, 0x34",2-byte
3c35,"cmp al, 0x35",2-byte
3c36,"cmp al, 0x36",2-byte
3c37,"cmp al, 0x37",2-byte
3c38,"cmp al, 0x38",2-byte
3c39,"cmp al, 0x39",2-byte
3c3a,"cmp al, 0x3a",2-byte
3c3b,"cmp al, 0x3b",2-byte
3c3c,"cmp al, 0x3c",2-byte
3c3d,"cmp al, 0x3d",2-byte
3c3e,"cmp al, 0x3e",2-byte
3c3f,"cmp al, 0x3f",2-byte
3c40,"cmp al, 0x40",2-byte
3c41,"cmp al, 0x41",2-byte
3c42,"cmp al, 0x42",2-byte
3c43,"cmp al, 0x43",2-byte
3c44,"cmp al, 0x44",2-byte
3c45,"cmp al, 0x45",2-byte
3c46,"cmp al, 0x46",2-byte
3c47,"cmp al, 0x47",2-byte
3c48,"cmp al, 0x48",2-byte
3c49,"cmp al, 0x49",2-byte
3c4a,"cmp al, 0x4a",2-byte
3c4b,"cmp al, 0x4b",2-byte
3c4c,"cmp al, 0x4c",2-byte
3c4d,"cmp al, 0x4d",2-byte
3c4e,"cmp al, 0x4e",2-byte
3c4f,"cmp al, 0x4f",2-byte
3c50,"cmp al, 0x50",2-byte
3c51,"cmp al, 0x51",2-byte
3c52,"cmp al, 0x52",2-byte
3c53,"cmp al, 0x53",2-byte
3c54,"cmp al, 0x54",2-byte
3c55,"cmp al, 0x55",2-byte
3c56,"cmp al, 0x56",2-byte
3c57,"cmp al, 0x57",2-byte
3c58,"cmp al, 0x58",2-byte
3c59,"cmp al, 0x59",2-byte
3c5a,"cmp al, 0x5a",2-byte
3c5b,"cmp al, 0x5b",2-byte
3c5c,"cmp al, 0x5c",2-byte
3c5d,"cmp al, 0x5d",2-byte
3c5e,"cmp al, 0x5e",2-byte
3c5f,"cmp al, 0x5f",2-byte
3c60,"cmp al, 0x60",2-byte
3c61,"cmp al, 0x61",2-byte
3c62,"cmp al, 0x62",2-byte
3c63,"cmp al, 0x63",2-byte
3c64,"cmp al, 0x64",2-byte
3c65,"cmp al, 0x65",2-byte
3c66,"cmp al, 0x66",2-byte
3c67,"cmp al, 0x67",2-byte
3c68,"cmp al, 0x68",2-byte
3c69,"cmp al, 0x69",2-byte
3c6a,"cmp al, 0x6a",2-byte
3c6b,"cmp al, 0x6b",2-byte
3c6c,"cmp al, 0x6c",2-byte
3c6d,"cmp al, 0x6d",2-byte
3c6e,"cmp al, 0x6e",2-byte
3c6f,"cmp al, 0x6f",2-byte
3c70,"cmp al, 0x70",2-byte
3c71,"cmp al, 0x71",2-byte
3c72,"cmp al, 0x72",2-byte
3c73,"cmp al, 0x73",2-byte
3c74,"cmp al, 0x74",2-byte
3c75,"cmp al, 0x75",2-byte
3c76,"cmp al, 0x76",2-byte
3c77,"cmp al, 0x77",2-byte
3c78,"cmp al, 0x78",2-byte
3c79,"cmp al, 0x79",2-byte
3c7a,"cmp al, 0x7a",2-byte
3c7b,"cmp al, 0x7b",2-byte
3c7c,"cmp al, 0x7c",2-byte
3c7d,"cmp al, 0x7d",2-byte
3c7e,"cmp al, 0x7e",2-byte
3c7f,"cmp al, 0x7f",2-byte
3c80,"cmp al, 0x80",2-byte
3c81,"cmp al, 0x81",2-byte
3c82,"cmp al, 0x82",2-byte
3c83,"cmp al, 0x83",2-byte
3c84,"cmp al, 0x84",2-byte
3c85,"cmp al, 0x85",2-byte
3c86,"cmp al, 0x86",2-byte
3c87,"cmp al, 0x87",2-byte
3c88,"cmp al, 0x88",2-byte
3c89,"cmp al, 0x89",2-byte
3c8a,"cmp al, 0x8a",2-byte
3c8b,"cmp al, 0x8b",2-byte
3c8c,"cmp al, 0x8c",2-byte
3c8d,"cmp al, 0x8d",2-byte
3c8e,"cmp al, 0x8e",2-byte
3c8f,"cmp al, 0x8f",2-byte
3c90,"cmp al, 0x90",2-byte
3c91,"cmp al, 0x91",2-byte
3c92,"cmp al, 0x92",2-byte
3c93,"cmp al, 0x93",2-byte
3c94,"cmp al, 0x94",2-byte
